1280,1240,21,4.62
1240,1200,43,4.62
1280,1239,46,3.03
1280,1279,60,1.65
1200,1160,65,4.62
1239,1199,68,4.62
1240,1199,68,3.03
1160,1120,87,4.62
1199,1159,90,4.62
1200,1159,90,3.03
1239,1198,93,3.03
1280,1320,99,1.01
1279,1238,107,3.03
1239,1238,107,1.65
1120,1080,109,4.62
1159,1119,112,4.62
1160,1119,112,3.03
1198,1158,115,4.62
1199,1158,115,3.03
1279,1278,121,1.65
1280,1319,125,1.14
1080,1040,131,4.62
1119,1079,134,4.62
1120,1079,134,3.03
1158,1118,137,4.62
1159,1118,137,3.03
1198,1157,140,3.03
1040,1000,153,4.62
1198,1197,154,1.65
1238,1197,154,3.03
1079,1039,156,4.62
1080,1039,156,3.03
1118,1078,159,4.62
1119,1078,159,3.03
1157,1117,162,4.62
1158,1117,162,3.03
1278,1237,168,3.03
1238,1237,168,1.65
1000,960,175,4.62
1039,999,178,4.62
1040,999,178,3.03
1078,1038,181,4.62
1079,1038,181,3.03
1278,1277,182,1.65
1117,1077,184,4.62
1118,1077,184,3.03
1319,1318,186,1.65
1279,1318,186,1.14
1157,1116,187,3.03
960,920,197,4.62
1320,1360,199,1.01
999,959,200,4.62
1000,959,200,3.03
1157,1156,201,1.65
1197,1156,201,3.03
1038,998,203,4.62
1039,998,203,3.03
1077,1037,206,4.62
1078,1037,206,3.03
1116,1076,209,4.62
1117,1076,209,3.03
1237,1196,215,3.03
1197,1196,215,1.65
920,880,219,4.62
959,919,222,4.62
960,919,222,3.03
998,958,225,4.62
999,958,225,3.03
1319,1359,225,1.01
1320,1359,225,1.14
1037,997,228,4.62
1038,997,228,3.03
1277,1236,229,3.03
1237,1236,229,1.65
1076,1036,231,4.62
1077,1036,231,3.03
1116,1075,234,3.03
880,840,241,4.62
1277,1276,243,1.65
919,879,244,4.62
920,879,244,3.03
958,918,247,4.62
1318,1317,247,1.65
959,918,247,3.03
1278,1317,247,1.14
1116,1115,248,1.65
1156,1115,248,3.03
997,957,250,4.62
998,957,250,3.03
1319,1358,251,1.14
1036,996,253,4.62
1037,996,253,3.03
1075,1035,256,4.62
1076,1035,256,3.03
1156,1155,262,1.65
1196,1155,262,3.03
840,800,263,4.62
879,839,266,4.62
880,839,266,3.03
918,878,269,4.62
919,878,269,3.03
957,917,272,4.62
958,917,272,3.03
996,956,275,4.62
997,956,275,3.03
1236,1195,276,3.03
1196,1195,276,1.65
1035,995,278,4.62
1036,995,278,3.03
1075,1034,281,3.03
800,760,285,4.62
839,799,288,4.62
840,799,288,3.03
1276,1235,290,3.03
1236,1235,290,1.65
878,838,291,4.62
879,838,291,3.03
917,877,294,4.62
918,877,294,3.03
1075,1074,295,1.65
1115,1074,295,3.03
956,916,297,4.62
957,916,297,3.03
1360,1400,299,1.01
