892,852,21,4.62
852,812,43,4.62
892,853,46,3.03
892,851,46,3.03
892,893,60,1.65
892,891,60,1.65
812,772,65,4.62
851,811,68,4.62
852,813,68,3.03
852,811,68,3.03
853,813,68,4.62
772,732,87,4.62
811,771,90,4.62
812,773,90,3.03
812,771,90,3.03
813,773,90,4.62
851,810,93,3.03
853,814,93,3.03
892,932,99,1.01
853,854,107,1.65
891,850,107,3.03
851,850,107,1.65
893,854,107,3.03
732,692,109,4.62
773,733,112,4.62
772,733,112,3.03
772,731,112,3.03
771,731,112,4.62
814,774,115,4.62
813,774,115,3.03
811,770,115,3.03
810,770,115,4.62
891,890,121,1.65
893,894,121,1.65
892,933,125,1.14
892,931,125,1.14
692,652,131,4.62
733,693,134,4.62
731,691,134,4.62
732,693,134,3.03
732,691,134,3.03
774,734,137,4.62
770,730,137,4.62
773,734,137,3.03
771,730,137,3.03
814,775,140,3.03
810,769,140,3.03
652,612,153,4.62
850,809,154,3.03
854,815,154,3.03
814,815,154,1.65
810,809,154,1.65
693,653,156,4.62
691,651,156,4.62
692,653,156,3.03
692,651,156,3.03
730,690,159,4.62
733,694,159,3.03
731,690,159,3.03
734,694,159,4.62
769,729,162,4.62
774,735,162,3.03
770,729,162,3.03
775,735,162,4.62
894,855,168,3.03
890,849,168,3.03
850,849,168,1.65
854,855,168,1.65
612,572,175,4.62
653,613,178,4.62
652,613,178,3.03
652,611,178,3.03
651,611,178,4.62
694,654,181,4.62
690,650,181,4.62
693,654,181,3.03
691,650,181,3.03
890,889,182,1.65
894,895,182,1.65
734,695,184,3.03
730,689,184,3.03
735,695,184,4.62
729,689,184,4.62
891,930,186,1.14
893,934,186,1.14
931,930,186,1.65
933,934,186,1.65
775,736,187,3.03
769,728,187,3.03
572,532,197,4.62
932,972,199,1.01
612,573,200,3.03
612,571,200,3.03
613,573,200,4.62
611,571,200,4.62
775,776,201,1.65
815,776,201,3.03
809,768,201,3.03
769,768,201,1.65
650,610,203,4.62
654,614,203,4.62
651,610,203,3.03
653,614,203,3.03
689,649,206,4.62
694,655,206,3.03
690,649,206,3.03
695,655,206,4.62
736,696,209,4.62
728,688,209,4.62
735,696,209,3.03
729,688,209,3.03
815,816,215,1.65
855,816,215,3.03
809,808,215,1.65
849,808,215,3.03
532,492,219,4.62
571,531,222,4.62
572,533,222,3.03
572,531,222,3.03
573,533,222,4.62
614,574,225,4.62
610,570,225,4.62
932,973,225,1.14
932,971,225,1.14
931,971,225,1.01
933,973,225,1.01
613,574,225,3.03
611,570,225,3.03
649,609,228,4.62
655,615,228,4.62
650,609,228,3.03
654,615,228,3.03
895,856,229,3.03
855,856,229,1.65
889,848,229,3.03
849,848,229,1.65
688,648,231,4.62
689,648,231,3.03
696,656,231,4.62
695,656,231,3.03
736,697,234,3.03
728,687,234,3.03
492,452,241,4.62
895,896,243,1.65
889,888,243,1.65
533,493,244,4.62
531,491,244,4.62
532,493,244,3.03
532,491,244,3.03
574,534,247,4.62
570,530,247,4.62
934,935,247,1.65
571,530,247,3.03
930,929,247,1.65
890,929,247,1.14
894,935,247,1.14
573,534,247,3.03
736,737,248,1.65
728,727,248,1.65
768,727,248,3.03
776,737,248,3.03
609,569,250,4.62
615,575,250,4.62
614,575,250,3.03
610,569,250,3.03
931,970,251,1.14
933,974,251,1.14
648,608,253,4.62
656,616,253,4.62
649,608,253,3.03
655,616,253,3.03
687,647,256,4.62
688,647,256,3.03
696,657,256,3.03
697,657,256,4.62
816,777,262,3.03
768,767,262,1.65
808,767,262,3.03
776,777,262,1.65
452,412,263,4.62
493,453,266,4.62
491,451,266,4.62
492,453,266,3.03
492,451,266,3.03
534,494,269,4.62
530,490,269,4.62
533,494,269,3.03
531,490,269,3.03
575,535,272,4.62
569,529,272,4.62
574,535,272,3.03
570,529,272,3.03
608,568,275,4.62
616,576,275,4.62
609,568,275,3.03
615,576,275,3.03
856,817,276,3.03
848,807,276,3.03
816,817,276,1.65
808,807,276,1.65
647,607,278,4.62
657,617,278,4.62
648,607,278,3.03
656,617,278,3.03
687,646,281,3.03
697,658,281,3.03
412,372,285,4.62
453,413,288,4.62
451,411,288,4.62
452,413,288,3.03
452,411,288,3.03
896,857,290,3.03
888,847,290,3.03
856,857,290,1.65
848,847,290,1.65
490,450,291,4.62
493,454,291,3.03
494,454,291,4.62
491,450,291,3.03
529,489,294,4.62
534,495,294,3.03
530,489,294,3.03
535,495,294,4.62
687,686,295,1.65
727,686,295,3.03
697,698,295,1.65
737,698,295,3.03
568,528,297,4.62
575,536,297,3.03
569,528,297,3.03
576,536,297,4.62
972,1012,299,1.01
