216143,215485,0,96.88
215485,214827,1,62.11
215485,214828,1,38.12
216143,215484,1,18.72
214828,214170,2,62.11
214828,214171,2,38.12
214827,214169,2,62.11
214827,214170,2,38.12
215484,214826,2,62.11
216143,216142,2,8.28
214170,213512,3,62.11
214170,213513,3,38.12
214169,213511,3,62.11
214169,213512,3,38.12
214826,214168,3,62.11
214171,213513,3,96.88
216142,215483,4,18.72
215484,214825,4,12
216142,216141,5,8.28
215483,214824,6,18.72
214824,214166,7,96.88
216141,215482,7,18.72
215483,215482,7,8.28
214825,214166,7,12
214824,214165,8,18.72
