102965,102307,0,64.43
102965,102308,0,39.54
102308,101650,1,96.88
102308,101651,1,59.46
102307,101649,1,64.43
102307,101650,1,39.54
101651,100993,2,62.11
101651,100994,2,38.12
101650,100992,2,62.11
101650,100993,2,38.12
102308,102309,2,14.47
102965,102306,2,12.45
102965,102966,2,9.63
100992,100334,3,62.11
100992,100335,3,38.12
102309,101652,3,38.12
102306,101648,3,62.11
101649,100991,3,11.01
102307,101648,3,12.45
102965,102964,3,5.51
101652,100995,4,38.12
100335,99677,4,62.11
100335,99678,4,38.12
102308,102967,4,7.33
100334,99676,4,62.11
100334,99677,4,38.12
100994,100336,4,13.43
102967,102310,5,39.54
100991,100333,5,13.43
101648,100990,5,13.43
102306,101647,5,12
102965,103623,5,3.71
102965,103624,5,4.87
102309,102310,5,9.28
100992,100333,5,12
100990,100332,6,96.88
101647,100989,6,62.11
102310,101653,6,39.54
99678,99020,6,11.01
100995,100337,6,13.43
101652,101653,6,9.28
99676,99018,6,13.43
99677,99019,6,11.01
100334,99675,6,12
102306,102305,6,5.31
100994,100337,6,8.24
102964,102305,6,12.45
100332,99674,7,96.88
102964,102963,7,5.51
102965,103622,7,3.84
102967,102968,7,9.63
100990,100331,7,18.72
101653,100996,7,59.46
100989,100331,7,96.88
102968,102311,8,39.54
100331,99673,8,62.11
100332,99673,8,18.72
99019,98361,8,11.01
99020,98362,8,11.01
100337,99679,8,11.01
102966,103625,8,4.87
103624,103625,8,9.63
100995,100338,8,8.24
102305,101646,8,18.72
102310,102311,8,9.63
101647,100988,8,12
99675,99017,8,13.43
99018,98360,8,11.01
101653,101654,8,14.47
100989,100330,8,18.72
101654,100997,9,59.46
99674,99016,9,13.43
99678,99021,9,6.76
102305,102304,9,8.28
100338,99680,10,13.43
100997,100339,10,62.11
100997,100340,10,38.12
99673,99015,10,11.01
98360,97702,10,11.01
101654,101655,10,14.47
99017,98359,10,11.01
100330,99672,10,13.43
98361,97703,10,11.01
102968,102969,10,9.63
100331,99672,10,12
98362,97704,10,11.01
102967,103626,10,4.87
101653,102312,10,7.33
99016,98358,11,11.01
101655,100998,11,59.46
100988,100329,11,12
102963,102962,11,5.51
102964,103621,11,3.84
103622,103621,11,5.51
99020,98363,11,6.76
99021,98363,11,11.01
103623,104281,11,3.71
103623,104282,11,4.87
103624,104282,11,3.71
103624,104283,11,4.87
102305,102962,11,5.78
100998,100341,12,38.12
100340,99682,12,13.43
99680,99022,12,11.01
97704,97046,12,11.01
98359,97701,12,11.01
97702,97044,12,13.43
101655,101656,12,14.47
102304,101645,12,12
100339,99681,12,11.01
100988,100987,12,5.31
100338,99681,12,8.24
99672,99014,12,11.01
101654,102313,12,7.33
99015,98357,12,13.43
97703,97045,12,11.01
100341,99683,13,62.11
100341,99684,13,38.12
98363,97705,13,11.01
100329,99671,13,11.01
102969,102970,13,9.63
102304,102303,13,5.31
98358,97700,13,11.01
103626,103627,13,9.63
102968,103627,13,4.87
98362,97705,13,6.76
103622,104280,13,3.71
103623,104280,13,3.84
101656,100999,13,39.54
99014,98356,14,11.01
