208262,207604,1,13.43
207604,206946,2,62.11
207604,206947,2,38.12
206946,206288,3,62.11
206946,206289,3,38.12
208262,207605,3,8.24
206288,205630,4,62.11
206288,205631,4,38.12
207605,206948,4,38.12
207604,206945,4,12
205631,204973,5,62.11
205631,204974,5,38.12
205630,204972,5,62.11
205630,204973,5,38.12
206945,206287,5,62.11
206946,206287,5,12
207604,207603,5,5.31
204972,204314,6,96.88
204972,204315,6,59.46
204974,204316,6,64.43
204974,204317,6,39.54
206947,206290,6,8.24
207605,207606,6,9.28
206288,205629,6,12
204973,204315,6,62.11
204973,204316,6,38.12
206948,206290,6,13.43
206287,205629,6,96.88
204314,203656,7,64.43
204314,203657,7,39.54
207606,206949,7,38.12
206290,205632,7,64.43
206290,205633,7,39.54
206289,205632,7,8.24
205631,205632,7,9.28
204315,203657,7,64.43
206949,206291,8,64.43
206949,206292,8,39.54
205632,204975,8,39.54
207604,208263,8,4.7
204974,204975,8,9.63
205633,204975,8,64.43
205633,204976,8,39.54
204317,203659,8,13.43
206945,206944,8,5.31
206948,206291,8,8.24
206292,205634,9,62.11
206292,205635,9,38.12
206291,205634,9,39.54
207606,207607,9,9.28
207604,208261,9,3.71
205635,204977,10,62.11
205635,204978,10,38.12
207607,206950,10,39.54
206949,206950,10,9.63
205634,204977,10,38.12
207605,208264,10,4.7
204978,204320,11,96.88
204978,204321,11,59.46
206950,206293,11,38.12
206292,206293,11,9.28
204977,204320,11,38.12
204321,203663,12,62.11
204321,203664,12,38.12
206293,205636,12,38.12
204978,204979,12,14.47
208261,207602,12,12
205635,205636,12,9.28
207607,207608,12,9.63
204320,203662,12,96.88
204320,203663,12,59.46
206944,207602,12,5.57
206945,207602,12,3.71
204979,204322,13,59.46
203664,203007,13,59.46
207608,206951,13,38.12
206950,206951,13,9.28
208261,208260,13,5.31
206944,207601,13,5.78
207606,208265,13,4.7
204322,203665,14,59.46
204979,204980,14,14.47
203664,203665,14,14.47
205636,205637,14,14.47
206293,206294,14,9.28
204978,205637,14,7.33
208263,208921,14,3.57
